empresa;nome;logradouro;bairro;cidade;estado;cep;latitude;longitude;data_extracao
cobasi;Pet Shop Cobasi Pompéia;Rua Carlos Vicari;Água Branca;São Paulo;SP;05033-070;-23.548;-470.341.998.539;10/10/2025
cobasi;Pet Shop Cobasi Ponta Grossa;Avenida Ernesto Vilela;Nova Rússia;Ponta Grossa;PR;84070-000;-251.167.800.028;-501.379.497.979;10/10/2025
cobasi;Pet Shop Cobasi Ponta Grossa II;Rua Ermelino de Leão;Olarias;Ponta Grossa;PR;84035-000;-250.850.099.959;-501.730.312.942;10/10/2025
cobasi;Pet Shop Cobasi Portal do Morumbi;Avenida Doutor Guilherme Dumont Vilares 1210/1230;Jardim Londrina;São Paulo;SP;05640-902;-23.548;-46.763.235.456;10/10/2025
cobasi;Pet Shop Cobasi Porto Alegre Iguatemi;Rua Antônio Carlos Berta;Jardim Europa;Porto Alegre;RS;91340-020;-30.033;-51.279.379.889;10/10/2025
cobasi;Pet Shop Cobasi Porto Alegre Ipiranga;Avenida Ipiranga;Partenon;Porto Alegre;RS;90610-001;-300.191.399.903;-51.246.009.487;10/10/2025
cobasi;Pet Shop Cobasi Praia Grande;Avenida Ayrton Senna da Silva;Sítio do Campo;Praia Grande;SP;11726-000;-2.399.403;-464.061.432;10/10/2025
cobasi;Pet Shop Cobasi Praia Grande Ocian;Avenida Presidente Kennedy;Ocian;Praia Grande;SP;11704-105;-24.025.682;-46.479.251;10/10/2025
cobasi;Pet Shop Cobasi Praça da Árvore;Avenida Jabaquara;Mirandópolis;São Paulo;SP;04046-000;-23.317.419.971;-46.636;10/10/2025
cobasi;Pet Shop Cobasi RJ Norte Shopping;Avenida Dom Hélder Câmara 5474;Cachambi;Rio de Janeiro;RJ;20771-900;-228.814.021;-432.934.758;10/10/2025
cobasi;Pet Shop Cobasi Raposo Tavares;Rodovia Raposo Tavares;Conjunto Residencial Butantã;São Paulo;SP;05576-000;-23.548;-461.779.130.886;10/10/2025
cobasi;Pet Shop Cobasi Rebouças;Avenida Rebouças;Pinheiros;São Paulo;SP;05402-300;-23.146.329.956;-461.978.427.136;10/10/2025
cobasi;Pet Shop Cobasi Recife;Rua Padre Carapuceiro;;Recife;PE;50020-280;;;10/10/2025
cobasi;Pet Shop Cobasi Ribeirão Dom Pedro I;Avenida Dom Pedro I;Ipiranga;Ribeirão Preto;SP;14055-630;-211.529.926;-478.231.922;10/10/2025
cobasi;Pet Shop Cobasi Ribeirão Preto II (loja Maurilio Biagi);Avenida Maurílio Biagi;Santa Cruz do José Jacques;Ribeirão Preto;SP;14020-750;-211.704.008;-478.103.238;10/10/2025
cobasi;Pet Shop Cobasi Ribeirão Preto Iguatemi;Avenida Luiz Eduardo Toledo Prado;Vila do Golf;Ribeirão Preto;SP;14027-250;-211.704.008;-478.103.238;10/10/2025
cobasi;Pet Shop Cobasi Ribeirão Preto Presidente Vargas;Praça Presidente Vargas;Vila Abranches;Ribeirão Preto;SP;14093-129;-2.118.607;-477.557.423;10/10/2025
cobasi;Pet Shop Cobasi Ricardo Jafet;Avenida Doutor Ricardo Jafet;Vila Firmiano Pinto;São Paulo;SP;04123-030;-233.093.199.739;-46.636;10/10/2025
cobasi;Pet Shop Cobasi Rio das Pedras;Rua Jorge Ogushi;Jardim Vila Formosa;São Paulo;SP;03471-000;-23.548;-468.201.772.583;10/10/2025
cobasi;Pet Shop Cobasi Rio de Janeiro Campo Grande;Estrada do Monteiro;Campo Grande;Rio de Janeiro;RJ;23045-830;-229.035.842;-435.662.438;10/10/2025
cobasi;Pet Shop Cobasi Rui Barbosa;Praça Rui Barbosa;Centro;Curitiba;PR;80010-030;-254.280.900.038;-492.729.003.419;10/10/2025
cobasi;Pet Shop Cobasi SBC Faria Lima;Avenida Brigadeiro Faria Lima;Centro;São Bernardo do Campo;SP;09720-000;-23.700.570.008;-46.565;10/10/2025
cobasi;Pet Shop Cobasi SP Ipiranga;Avenida Doutor Ricardo Jafet;Vila Firmiano Pinto;São Paulo;SP;04123-030;-233.093.199.739;-46.636;10/10/2025
cobasi;Pet Shop Cobasi Sabará;Rua Moacir Simões da Rocha;Jardim Itapeva;São Paulo;SP;04674-150;-232.409.199.627;-469.709.748.329;10/10/2025
cobasi;Pet Shop Cobasi Salto;Avenida José Maria Marques de Oliveira;Vila Norma;Salto;SP;13327-300;-231.825.156;-47.312.556;10/10/2025
cobasi;Pet Shop Cobasi Salvador Rio Vermelho;Avenida Juracy Magalhães Júnior;Rio Vermelho;Salvador;BA;41940-060;-130.057.625;-384.847.772;10/10/2025
cobasi;Pet Shop Cobasi Santa Bárbara d’Oeste Tivoli;Rua do Osmio;Jardim Mollon;Santa Bárbara d'Oeste;SP;13456-625;-227.471;-473.657;10/10/2025
cobasi;Pet Shop Cobasi Santana;Rua Voluntários da Pátria;Santana;São Paulo;SP;02402-200;-234.767.199.851;-46.713.755.009;10/10/2025
cobasi;Pet Shop Cobasi Santo André Av. dos Estados;Avenida dos Estados;Parque Jaçatuba;Santo André;SP;09290-520;-236.303.399.906;-46.538;10/10/2025
cobasi;Pet Shop Cobasi Santo André P. Barreto;Praça Engenheiro Roldão dos Santos Ferreira;Paraíso;Santo André;SP;09190-695;-236.878.500.049;-465.119.604.594;10/10/2025
cobasi;Pet Shop Cobasi Santo André Prestes Maia;Praça Uirapuru;Santa Maria;Santo André;SP;09071-220;-236.573.399.912;-46.545.271.427;10/10/2025
cobasi;Pet Shop Cobasi Santos Afonso Pena;Avenida Affonso Penna;Aparecida;Santos;SP;11020-002;-239.590.362;-463.200.008;10/10/2025
cobasi;Pet Shop Cobasi Santos Conselheiro Nébias;Avenida Conselheiro Nébias;;Santos;SP;;;;10/10/2025
cobasi;Pet Shop Cobasi Santos Francisco Glicério;Avenida General Francisco Glicério;Encruzilhada;Santos;SP;11065-400;-239.673.822;-463.328.146;10/10/2025
cobasi;Pet Shop Cobasi Sena Madureira;Rua Sena Madureira;Vila Clementino;São Paulo;SP;04021-001;-233.200.299.688;-463.873.214.347;10/10/2025
cobasi;Pet Shop Cobasi Shop. Estação Cuiabá;Avenida Miguel Sutil;Santa Rosa;Cuiabá;MT;78040-365;-155.874.562;-561.225.948;10/10/2025
cobasi;Pet Shop Cobasi Shopping Aricanduva;Avenida Aricanduva 5555;Jardim Santa Terezinha (Zona Leste);São Paulo;SP;03527-900;-235.894.000.079;-466.811.607.367;10/10/2025
cobasi;Pet Shop Cobasi Shopping Eldorado;Avenida Rebouças;Pinheiros;São Paulo;SP;05402-600;-239.496.700.432;-46.636;10/10/2025
cobasi;Pet Shop Cobasi Sorocaba Av. São Paulo;Rua Antonio Fernandes;;Sorocaba;SP;;;;10/10/2025
cobasi;Pet Shop Cobasi Sorocaba Itavuvu;Avenida Itavuvu;Jardim Maria Antônia Prado;Sorocaba;SP;18076-005;-234.785.453;-474.746.565;10/10/2025
cobasi;Pet Shop Cobasi Sorocaba Pannunzio;Avenida Doutor Armando Pannunzio;Jardim Vera Cruz;Sorocaba;SP;18050-000;-23.523.089;-474.910.365;10/10/2025
cobasi;Pet Shop Cobasi Sorocaba Panorâmico;Avenida Comendador Pereira Inácio;Jardim Vergueiro;Sorocaba;SP;18030-005;-235.180.018;-474.530.326;10/10/2025
cobasi;Pet Shop Cobasi Sumaré;Avenida Sumaré;Perdizes;São Paulo;SP;05016-090;-23.548;-462.392.727.778;10/10/2025
cobasi;Pet Shop Cobasi Sumaré ParkCity Shopping;Avenida Rebouças;Jardim Paulista;Sumaré;SP;13171-065;-228.297.121;-472.664.776;10/10/2025
cobasi;Pet Shop Cobasi São Bernardo Jurubatuba;Rua Jurubatuba;Centro;São Bernardo do Campo;SP;09725-001;-23.686.529.995;-465.731.576.573;10/10/2025
cobasi;Pet Shop Cobasi São Caetano;Avenida Guido Aliberti;Santo Antônio;São Caetano do Sul;SP;09530-200;-23.623;-465.525.717.152;10/10/2025
cobasi;Pet Shop Cobasi São Carlos;Passeio dos Flamboyants;Parque Faber Castell I;São Carlos;SP;13561-352;-220.087.082;-478.909.263;10/10/2025
cobasi;Pet Shop Cobasi São José do Rio Preto Falavina;Avenida Domingos Falavina;Jardim Marajó;São José do Rio Preto;SP;15046-265;-207.795.492;-49.386.255;10/10/2025
cobasi;Pet Shop Cobasi São José do Rio Preto Iguatemi;Avenida Presidente Juscelino Kubitschek de Oliveira;Iguatemi;São José do Rio Preto;SP;15093-340;-20.811.761;-493.762.272;10/10/2025
cobasi;Pet Shop Cobasi São José dos Campos;Avenida Deputado Benedito Matarazzo;Parque Residencial Aquarius;São José dos Campos;SP;12246-840;-232.184.518;-459.027.805;10/10/2025
cobasi;Pet Shop Cobasi São José dos Campos Jardim Oriente;Rua Andorra;Jardim América;São José dos Campos;SP;12235-050;-232.322.233;-458.971.143;10/10/2025
cobasi;Pet Shop Cobasi São José dos Campos Nelson D'Ávila;Avenida Doutor Nelson D'Avila;Jardim São Dimas;São José dos Campos;SP;12245-030;-231.921.926;-458.853.637;10/10/2025
cobasi;Pet Shop Cobasi São José dos Pinhais Av. Torres;Avenida das Torres;São Pedro;São José dos Pinhais;PR;83005-450;-25.535;-492.065.984.598;10/10/2025
cobasi;Pet Shop Cobasi São Judas;Avenida Jabaquara;Mirandópolis;São Paulo;SP;04045-003;-237.784.900.271;-463.845.725.253;10/10/2025
cobasi;Pet Shop Cobasi São Vicente;Avenida Presidente Wilson;Itararé;São Vicente;SP;11320-001;-239.682.565;-463.762.476;10/10/2025
cobasi;Pet Shop Cobasi Tamboré;Alameda Araguaia;Alphaville Industrial;Barueri;SP;06455-000;-235.220.700.085;-46.876;10/10/2025
cobasi;Pet Shop Cobasi Tatuapé;Rua Visconde de Itaboraí;Vila Azevedo;São Paulo;SP;03308-050;-236.987.500.219;-46.636;10/10/2025
cobasi;Pet Shop Cobasi Taubaté;Avenida Dom Pedro I;Terra Nova;Taubaté;SP;12081-810;-230.295.331;-45.538.758;10/10/2025
cobasi;Pet Shop Cobasi Taubaté II;Avenida Charles Schnneider;Parque Senhor do Bonfim;Taubaté;SP;12040-000;-230.315.669;-4.559.953;10/10/2025
cobasi;Pet Shop Cobasi Teodoro Sampaio;Rua Navarro de Andrade;Pinheiros;São Paulo;SP;05418-020;-231.446.199.568;-4.707.602.262;10/10/2025
cobasi;Pet Shop Cobasi Teotônio Vilela;Avenida Senador Teotônio Vilela;Vila São José (Cidade Dutra);São Paulo;SP;04833-000;-238.776.700.373;-46.636;10/10/2025
cobasi;Pet Shop Cobasi Tutoia;Rua Tutóia;Vila Mariana;São Paulo;SP;04007-002;-233.221.899.761;-463.896.776.545;10/10/2025
cobasi;Pet Shop Cobasi Uberaba;Praça Santos Dumont;Santos Dumont;Uberaba;MG;38050-590;-197.473.668;-47.939.154;10/10/2025
cobasi;Pet Shop Cobasi Uberlândia;Avenida Rondon Pacheco;Tabajaras;Uberlândia;MG;38400-242;-189.176.448;-482.657.238;10/10/2025
cobasi;Pet Shop Cobasi Valinhos;Rua Luiz Spiandorelli Neto;Loteamento Paiquerê;Valinhos;SP;13271-570;-229.812.024;-470.127.132;10/10/2025
cobasi;Pet Shop Cobasi Via Parque Shopping;Avenida Ayrton Senna 3000;Barra da Tijuca;Rio de Janeiro;RJ;22775-904;-229.826.942;-43.362.939;10/10/2025
cobasi;Pet Shop Cobasi Viamão;Avenida Senador Salgado Filho;Querência;Viamão;RS;94440-000;-300.855.900.029;-510.283.044.136;10/10/2025
cobasi;Pet Shop Cobasi Vila Velha;Rua Luciano das Neves 2418;Divino Espírito Santo;Vila Velha;ES;29107-900;-203.477.821;-402.949.528;10/10/2025
cobasi;Pet Shop Cobasi Villa Lobos;Rua Manoel Velasco;Vila Hamburguesa;São Paulo;SP;05319-010;-23.939.590.043;-46.636;10/10/2025
cobasi;Pet Shop Cobasi Vinhedo;Estrada da Boiada;Santa Rosa;Vinhedo;SP;13289-020;-230.314.931;-469.876.299;10/10/2025
cobasi;Pet Shop Cobasi Várzea Grande;Avenida Presidente Arthur Bernardes;Centro-Sul;Várzea Grande;MT;78125-100;-156.515.199;-561.323.601;10/10/2025
cobasi;Pet Shop Cobasi Água Branca;Avenida Francisco Matarazzo;Água Branca;São Paulo;SP;05001-000;-231.856.599.608;-470.312.545.895;10/10/2025
cobasi;Pet Shop Cobasi Águas Claras;Avenida Sibipiruna;Sul (Águas Claras);Brasília;DF;71928-720;-15.885.750.017;-480.398.915.003;10/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Aldeota;Avenida Senador Virgílio Távora;Aldeota;Fortaleza;CE;60170-078;-37.357.094;-385.069.693;10/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Batista Campos;Travessa São Pedro;Campina;Belém;PA;66023-570;-14.517.346;-484.999.707;10/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Brasília Águas Claras;Rua 35;Norte (Águas Claras);Brasília;DF;71919-000;-158.352.342;-480.367.863;10/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Eusébio;Av. Eusébio de Queiroz;;Eusébio;CE;61765-070;;;10/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Fortaleza Washington Soares;Avenida Washington Soares;Engenheiro Luciano Cavalcante;Fortaleza;CE;60810-350;-37.749.868;-384.876.205;10/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Goiânia Oeste;Avenida Portugal;Setor Oeste;Goiânia;GO;74140-020;-166.890.379;-492.702.758;10/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Manaíra Shopping;Avenida Governador Flávio Ribeiro Coutinho;Parque Verde;Cabedelo;PB;58102-835;-69.877.215;-348.287.221;10/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Salvador Graça;Avenida Euclydes da Cunha;Graça;Salvador;BA;40150-120;-129.979.705;-385.200.581;10/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Salvador Shopping;Avenida Tancredo Neves 2915;Caminho das Árvores;Salvador;BA;41820-910;-129.816.038;-384.643.358;10/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Tirol Natal;Avenida Prudente de Morais;Tirol;Natal;RN;59020-510;-58.034.577;-352.011.079;10/10/2025
cobasi;Pet&Fácil Washington Luis;Avenida Washington Luís;Santo Amaro;São Paulo;SP;04627-002;-236.371.354;-46.670.923;10/10/2025
PetCamp;;;;;;;;;10/10/2025
PetCamp;Americana - PetCamp Americana - Loja 049;Rua Olivindo Fonseca;Vila Margarida;Americana;SP;13473303;-227.216.711;-473.072.604;10/10/2025
PetCamp;Amparo - PetCamp Amparo - Loja 115;R Comendador Guimarães;;Amparo;SP;;;;10/10/2025
PetCamp;Araraquara - PetCamp Alameda - Loja 055;Avenida Francisco Vaz Filho;Jardim Brasil (Vila Xavier);Araraquara;SP;14811128;-217.833.875;-481.580.449;10/10/2025
PetCamp;Araraquara - PetCamp Selmi - Loja 016;Avenida Queiroz Filho;Jardim das Roseiras;Araraquara;SP;14806017;-217.674.517;-481.713.546;10/10/2025
PetCamp;Araraquara - PetCamp Damha - Loja 051;Avenida Jacarandá;Residencial Village Damha;Araraquara;SP;14804479;-217.525.009;-481.939.655;10/10/2025
PetCamp;Araras - PetCamp Araras - 092;Rua Coronel André Ulson Júnior;Centro;Araras;SP;13600690;-223.571.981;-473.807.972;10/10/2025
PetCamp;Araras - PetCamp Araras Belvedere - Loja 113;Av Padre Alarico Zacharias;;Araras;SP;;;;10/10/2025
PetCamp;Araçatuba - PetCamp Araçatuba - Loja 106;Rua Rio Grande do Sul;Jardim Nova Yorque;Araçatuba;SP;16018015;-212.231.678;-504.403.572;10/10/2025
PetCamp;Avaré - Avaré - 080;Travessa Tenente Cabral;Braz I;Avaré;SP;18701181;-230.988.802;-489.172.182;10/10/2025
PetCamp;Barretos - Petcamp Barretos Industrial - 097;Avenida Manoel Serafim;Industrial;Barretos;SP;14783285;-205.722.856;-485.587.171;10/10/2025
PetCamp;Barretos - PetCamp Barretos - Loja 062;Avenida Pedro Lelis Dias;Nobre Ville;Barretos;SP;14783700;-205.470.672;-485.769.021;10/10/2025
PetCamp;Bauru - PetCamp Bauru Centro- Loja 108;Rua Gustavo maciel;;Bauru;SP;;;;10/10/2025
PetCamp;Bauru - PetCamp Bauru Aiello - Loja 089;Avenida Affonso José Aiello 150 Quadra 19;Vila Aviação;Bauru;SP;17018905;-223.568.604;-490.479.014;10/10/2025
PetCamp;Bauru - PetCamp Bauru - Loja 076;Travessa Bom Jardim;Vila Cardia;Bauru;SP;17013700;-223.247.697;-490.569.445;10/10/2025
PetCamp;Birigui - PetCamp Birigui - Loja 094;Rua Dona Rosa;Vila Giampietro;Birigui;SP;16200777;-212.917.536;-503.488.593;10/10/2025
PetCamp;Boituva - PetCamp Boituva - Loja 034;Rua Quatro;Parque Novo Mundo;São Carlos;SP;13573508;-232.865.147;-476.627.063;10/10/2025
PetCamp;Botucatu - PetCamp Botucatu - Loja 081;Rua Cruz Pereira 352;Vila dos Lavradores;Botucatu;SP;18609970;-228.731.576;-484.473.911;10/10/2025
PetCamp;Campinas - PetCamp Barão - Loja 031;Rua Tereza Zogbi Geraij Mokarzel;Barão Geraldo;Campinas;SP;13084065;-228.290.679;-470.785.026;10/10/2025
PetCamp;Campinas - PetCamp Barão Geraldo - Loja 003;Rua Francisca Resende Merciai;Barão Geraldo;Campinas;SP;13084195;-228.282.004;-47.080.461;10/10/2025
PetCamp;Campinas - PetCamp Barão de Itapura- Loja 102;Rua Cristóvão Colombo;Vila Rossi;Campinas;SP;13023230;-228.897.312;-470.615.485;10/10/2025
PetCamp;Campinas - PetCamp Norte Sul - Loja 004;Rua Antônio Lapa;Cambuí;Campinas;SP;13025241;-22.898.234;-470.485.853;10/10/2025
PetCamp;Campinas - PetCamp Aquidabã - Loja 005;Rua Luzitana;Centro;Campinas;SP;13015120;-229.102.049;-470.540.527;10/10/2025
PetCamp;Campinas - PetCamp Jasmim - Loja 029;Rua dos Cravos;Santa Cândida;Vinhedo;SP;13286394;-228.567.582;-470.473.863;10/10/2025
PetCamp;Campinas - PetCamp Padre Anchieta - Loja 032;Rua Santo Agostinho;Conjunto Habitacional Padre Anchieta;Campinas;SP;13068313;-228.625.126;-471.502.045;10/10/2025
PetCamp;Campinas - PetCamp Rondon - Loja 002;Rua Domingos Moro;Jardim Chapadão;Campinas;SP;13070026;-228.936.501;-470.853.145;10/10/2025
PetCamp;Campinas - PetCamp Prado - Loja 028;Rua São José do Rio Pardo;Jardim Nova Europa;Campinas;SP;13040087;-229.436.609;-470.534.032;10/10/2025
PetCamp;Campinas - PetCamp Jd do Lago - Loja 007;Rua das Rosas;Vila Mimosa;Campinas;SP;13050061;-229.426.665;-470.912.053;10/10/2025
PetCamp;Campinas - PetCamp Enxuto - Loja 065;Avenida John Boyd Dunlop;Jardim Aurélia;Campinas;SP;13033000;-229.094.032;-470.949.068;10/10/2025
PetCamp;Campinas - PetCamp Amoreiras - Loja 078;Rua Pedro Galhardi;Jardim Yeda;Campinas;SP;13060616;-229.460.781;-47.112.088;10/10/2025
PetCamp;Campinas - PetCamp Ciro Leite - Loja 030;Rua José de Sousa Galvão;Vila Mimosa;Campinas;SP;13050041;-229.388.444;-470.887.526;10/10/2025
PetCamp;Campinas - PetCamp Taquaral - Loja 027;Praça Manoel Lousada;Jardim Bela Vista;Campinas;SP;13077039;-228.785.909;-470.457.672;10/10/2025
PetCamp;Campinas - PetCamp Suaçuna - Loja 086;Rua Jurura;Vila Aeroporto;Campinas;SP;13054109;-229.738.803;-471.279.528;10/10/2025
PetCamp;Campinas - PetCamp Carmona - Loja 001;Rua Doutor Gabriel Penteado;Vila João Jorge;Campinas;SP;13041305;-229.181.844;-470.621.467;10/10/2025
PetCamp;Campinas - PetCamp Abolição - Loja 083;Rua Ernesto Buzzo;Vila Joaquim Inácio;Campinas;SP;13045670;-229.290.548;-470.363.309;10/10/2025
PetCamp;Capivari - PetCamp Capivari - Loja 054;Rua B;Santo Antônio;Aracaju;SE;49061109;-229.947.262;-475.147.761;10/10/2025
PetCamp;Catanduva - PetCamp Catanduva - Loja 060;Rua Avaí;Centro;Catanduva;SP;15800150;-211.387.401;-489.679.665;10/10/2025
PetCamp;Cosmópolis - PetCamp Cosmópolis - Loja 021;Rua Campinas;Vila Fontana;Cosmópolis;SP;13150572;-226.479.232;-471.894.574;10/10/2025
PetCamp;Franca - PetCamp Franca - Loja 068;Rua Pernambuco;Vila Aparecida;Franca;SP;14401322;-205.274.288;-473.862.422;10/10/2025
PetCamp;Franca - PetCamp Franca BR - Loja 073;Rua Pernambuco;Vila Aparecida;Franca;SP;14401322;-205.274.288;-473.862.422;10/10/2025
PetCamp;Guaratinguetá - PetCamp Guaratinguetá - Loja 107;Rua Rafael Mollica;Parque Residencial Beira Rio;Guaratinguetá;SP;12517600;-227.957.977;-451.858.327;10/10/2025
PetCamp;Hortolândia - PetCamp Rosolem - Loja 026;Rua Jorgina de Souza Francisca;Jardim Viagem;Hortolândia;SP;13185376;-22.901.188;-471.725.753;10/10/2025
PetCamp;Hortolândia - PetCamp Hortolândia - Loja 025;Rua Príncipe Luis II;Residencial Jardim de Mônaco;Hortolândia;SP;13189278;-22.869;-472.269.485;10/10/2025
PetCamp;Indaiatuba - PetCamp Itaici - Loja 020;Praça Luiz Mantoanelli;Itaici;Indaiatuba;SP;13340569;-2.310.757;-47.182.264;10/10/2025
PetCamp;Indaiatuba - PetCamp Indaiatuba - Loja 022;Rua Trinta;Jardins do Império;Indaiatuba;SP;13348698;-230.953.528;-472.249.137;10/10/2025
PetCamp;Indaiatuba - PetCamp Indaiás - Loja 063;Rua dos Indaiás;Vila Costa e Silva;Indaiatuba;SP;13344182;-231.019.167;-472.121.926;10/10/2025
PetCamp;Itapetininga - PetCamp Itapetininga - Loja 036;Praça Sebastião Garcia;Vila Rio Branco;Itapetininga;SP;18208085;-235.923.525;-480.600.095;10/10/2025
PetCamp;Itaquaquecetuba - PetCamp Itaquaquecetuba - Loja 082;Rua Padre João Manoel;Jardim Carolina;Itaquaquecetuba;SP;8588340;-234.984;-4.634.929;10/10/2025
PetCamp;Itatiba - PetCamp Itatiba Centro - Loja 077;Ladeira Capitão Mello;Centro;Itatiba;SP;13250341;-230.046.225;-468.387.432;10/10/2025
PetCamp;Itatiba - PetCamp Galetto - Loja 066;Avenida Pedro Mascagni;Jardim Galetto;Itatiba;SP;13253140;-230.085.768;-468.227.361;10/10/2025
PetCamp;Itu - PetCamp Itu - Loja 037;Rua Argemiro da Silveira D'Elboux;Alto da Vila Nova;Itu;SP;13309330;-232.794.785;-47.291.548;10/10/2025
PetCamp;Jaboticabal - PetCamp Jaboticabal - Loja 091;Rua Santo André;Nova Jaboticabal;Jaboticabal;SP;14890000;-212.665.243;-483.090.216;10/10/2025
PetCamp;Jacareí - PetCamp Jacareí Letras - Loja 072;Rua Abílio de Almeida;Loteamento Villa Branca;Jacareí;SP;12301602;-232.656.571;-459.438.124;10/10/2025
PetCamp;Jaguariúna - PetCamp Jaguariúna - Loja 019;Avenida Lauro de Carvalho;Centro;Jaguariúna;SP;13910025;-227.062.219;-469.904.072;10/10/2025
PetCamp;Jundiaí - PetCamp Engordadouro - Loja 093;Rua Ravenna;Engordadouro;Jundiaí;SP;13214670;-231.542.606;-469.130.549;10/10/2025
PetCamp;Jundiaí - PetCamp Colônia - Loja 043;Rua Agostinho Balestrin;Núcleo Colonial Barão de Jundiaí;Jundiaí;SP;13219647;-231.828.807;-468.562.009;10/10/2025
PetCamp;Jundiaí - PetCamp Jd Retiro - Loja 052;Praça Raphael Avallone;Parque do Colégio;Jundiaí;SP;13209159;-231.872.452;-468.973.936;10/10/2025
PetCamp;Leme - PetCamp Leme - Loja 061;Avenida Benedito Landgraf;Centro;Leme;SP;13610010;-221.892.956;-473.951.413;10/10/2025
PetCamp;Limeira - PetCamp Ouro Verde - Loja 067;Rua Vicente de Felice;Jardim Ouro Verde;Limeira;SP;13482075;-22.585.415;-474.216.148;10/10/2025
PetCamp;Limeira - PetCamp Limeira - Loja 009;Rua Euclides Xavier de Lima;Vila Anita;Limeira;SP;13484305;-225.595.046;-474.130.459;10/10/2025
PetCamp;Lins - PetCamp Lins - Loja 088;Travessa Cabo Antônio Belmont;Vila Alta;Lins;SP;16400506;-216.731.203;-4.975.788;10/10/2025
PetCamp;Matão - PetCamp Matão - Loja 071;Rua São Lourenço 536;Centro;Matão;SP;15990971;-21.601.777;-483.554.823;10/10/2025
PetCamp;Mogi Guaçu - PetCamp Mogi Guaçu - Loja 010;Rua Cinéia Maria do Carmo;Parque Guainco;Mogi Guaçu;SP;13844290;-223.906.563;-469.458.201;10/10/2025
PetCamp;Mogi Mirim - PetCamp Mogi Mirim - Loja 017;Rua da Bíblia;Santa Cruz;Mogi Mirim;SP;13800445;-224.388.769;-469.649.381;10/10/2025
PetCamp;Mogi das Cruzes - PetCamp Mogi das Cruzes - Loja 047;Rua José Cordeiro Pereira;Vila Lavínia;Mogi das Cruzes;SP;8737060;-23.516.685.552.836.700;-4.618.865.963.558.200;10/10/2025
PetCamp;Monte Mor - PetCamp Monte Mor - Loja 064;Viela Monte Mor;Jardim Novo Horizonte;Carapicuíba;SP;6341530;-22.948.296.243.245.100;-4.731.333.998.593.140;10/10/2025
PetCamp;Nova Odessa - PetCamp Nova Odessa - Loja 011;Rua Hermann Janait;Jardim de Éden;Nova Odessa;SP;13382006;-227.903.865;-47.303.484;10/10/2025
PetCamp;Paulínia - PetCamp João Aranha - Loja 018;Rua Mané Garrincha;Bela Vista;Paulínia;SP;13145022;-227.541.208;-471.689.915;10/10/2025
PetCamp;Paulínia - PetCamp Paulínia - Loja 023;Avenida José Paulino;Jardim Fortaleza;Paulínia;SP;13140076;-227.714.596;-471.468.183;10/10/2025
PetCamp;Pindamonhangaba - PetCamp Pindamonhangaba - Loja 090;Rua Doutor José Augusto César Salgado;Jardim Residencial Doutor Lessa;Pindamonhangaba;SP;12422570;-229.451.119;-454.778.208;10/10/2025
PetCamp;Piracicaba - PetCamp Piracicaba Independência - Loja 075;Travessa José Pereira Cardoso;Nova América;Piracicaba;SP;13417757;-227.340.488;-476.382.936;10/10/2025
PetCamp;Piracicaba - PetCamp Piracicaba - Loja 035;Avenida Rio das Pedras;Água Branca;Piracicaba;SP;13425381;-227.576.951;-476.144.395;10/10/2025
PetCamp;Pirassununga - PetCamp Pirassununga - Loja 033;Rua Sofia Levy;Vila Industrial;Pirassununga;SP;13631275;-220.121.067;-474.251.609;10/10/2025
PetCamp;Ribeirão Preto - PetCamp Caramuru - Loja 046;Rua Orestes Guimarães;Alto da Boa Vista;Ribeirão Preto;SP;14025189;-211.992.388;-47.822.767;10/10/2025
PetCamp;Ribeirão Preto - PetCamp Savegnago - Loja 044;Rua Luiz Gama;Campos Elíseos;Ribeirão Preto;SP;14080220;-211.626.611;-478.115.557;10/10/2025
PetCamp;Ribeirão Preto - PetCamp RP Nova Aliança- Loja 095;Rua José Ferreira da Costa;Jardim Nova Aliança Sul;Ribeirão Preto;SP;14027070;-212.217.358;-478.277.093;10/10/2025
PetCamp;Ribeirão Preto - PetCamp Leão XIII - Loja 074;Rua Alfredo Benzoni;Iguatemi;Ribeirão Preto;SP;14091520;-211.957.179;-477.783.946;10/10/2025
PetCamp;Ribeirão Preto - PetCamp Biagi - Loja 012;Rua Aquidaban;Santa Cruz do José Jacques;Ribeirão Preto;SP;14020689;-212.058.375;-47.794.614;10/10/2025
PetCamp;Rio Claro - PetCamp Rio Claro Av Brasil - 098;Avenida 50;Alto do Santana;Rio Claro;SP;13504182;-223.860.943;-475.561.947;10/10/2025
PetCamp;Rio Claro - PetCamp Rio Claro II - Loja 087;Avenida Marginal 1 NR;Jardim Nova Rio Claro;Rio Claro;SP;13502390;-224.015.583;-475.870.826;10/10/2025
